"","cyberDate","cyberTitle","cyberPrice","cyberCity","cyberDescriptive"
"196",2020-03-28,"capas e películas Samsung galaxy A6+","5","Ponta Delgada, Ponta Delgada","novas e nunca usadas"
"197",2020-03-28,"ZTE S519","10","Funchal, Centro","Vendo ZTE S519 bloqueado à MEO, com carregador, p..."
"198",2020-03-28,"Nokia 7310 supernova desbloq","20","Funchal, Centro","Vendo Nokia 7310 Supernova usado normalmente, desb..."
"199",2020-03-27,"Smartwatch Sport","15","Camacha, Centro","Smartwatch Sport  D-13"
"200",2020-03-26,"iPhone 11/x película de vidro","20","São Martinho, Santa Rita","Como novas 962585550"
"201",2020-03-26,"Iphone SE IPHONE SE 32GB","1","Santa Maria Maior, Caminho do Palheiro","Vendo ou troco  iphone SE 32gb desbloqueado a toda..."
"202",2020-03-26,"Samsung Galaxy A80","420","Camacha, Casais De Além","Vendo Samsung Galaxy A80. Como novo, usado apenas ..."
"203",2020-03-26,"Vodafone Smart N9 Lite","50","São Martinho, Estrada Monumental","Telemóvel da rede Vodafone novo com garantia até..."
"204",2020-03-25,"Samsung Note 8","375","Funchal, Centro","Samsung Note 8 + 2 capas originais 
Memória 64GB ..."
"205",2020-03-25,"Iphone 6S Plus iPhone 6s plus rose gold imaculado","260","Câmara de Lobos, Ribeiro de Alforra","64 gb, bateria nova, estado top, com todos os aces..."
"206",2020-03-24,"BV7000 Pro","100","Santo António, Madalenas","Smartphone BV7000 Pro todo-o-terreno apresenta sin..."
"207",2020-03-24,"iPhone 5 16gb","65","Santo António, Madalenas","A funcionar na perfeição, inclui carregador orig..."
"208",2020-03-24,"Telemóvel Nokia Xpress Music 5800","35","Caniço, Assomada","Nokia Xpress Music 5800d. Equipamento completament..."
"209",2020-03-24,"Alcatel One Touch Pixi 4 - 4034X","30","Caniço, Assomada","Alcatel One Touch Pixi 4 - 4034X , desbloqueado , ..."
"210",2020-03-24,"Iphone 4 iPhone 4 16GB  A1332 desbloqueado","75","Caniço, Assomada","Vendo iPhone 4 16GB desbloqueado em excelente esta..."
"211",2020-03-24,"Wiko Kenny","70","Santo António, Courelas","Em excelentes condições!


ofereço capa de prot..."
"212",2020-03-22,"Troco iPhone 6 s plus por Xbox one","240","São Martinho, Amparo","Boas troco iPhone 6 s plus por Xbox one ou s telem..."
"213",2020-03-22,"Note 9","300","São Pedro, Santa Clara","Vendo Samsung Note 9, com caixa e acessórios orig..."
"214",2020-03-21,"Smartphone selecline","40","Machico, Banda de Além","Vendo smartphone selecline dual sim desbloqueado v..."
"215",2020-03-21,"Vendo","175","Santa Maria Maior, Lazareto","Tem 4 meses de uso....só tem capa traseira rachad..."
"216",2020-03-20,"Telemóveis","5","Câmara de Lobos, Lagar","Tenho para venda 7 telemóveis de algumas marcas, ..."
"217",2020-03-18,"Capa Wiko Feever Joker","3","Santa Maria Maior, Louros","Capa Wiko Feever Joker"
"218",2020-03-17,"Iphone 6S Vendo Iphone 6s (board queimada) De resto tudo muito bom ( pouco negociavel )","50","Camacha, Centro","Vendo iphone 6s desbloqueado para todas as redes, ..."
"219",2020-03-15,"CAIXA DE CARREGADOR","3","Funchal, Centro","CADA UMA A 3€ DE DIVERSAS MARCAS"
"220",2020-03-15,"carregador SAMSUNG","3","Funchal, Centro","VENDO CARREGADOR SAMSUNG EM BOM ESTADO"
"221",2020-03-15,"cabos usb","3","Funchal, Centro","cabo usb"
"222",2020-03-15,"vENDO NOKIA","15","Funchal, Centro","vendo Nokia comm carregador"
"223",2020-03-14,"S8+","360","Funchal, Centro","Samsung s8+ preto meia noite, desbloqueado 
sem au..."
"224",2020-03-14,"Huawei Y6 2019","130","Machico, Sto António da Serra","Ainda com garantia de quase 2 anos. 
Esta como nov..."
"225",2020-03-14,"Iphone X iPhone x de 256g","600","Funchal, Centro","Vendo iPhone x de 256g impecável! 960184785"
"226",2020-03-13,"Cartão de memoria SanDisk microSDXC 64GB UHS-I","16","Caniço, Assomada","Cartão de memória SanDisk microSDXC UHS-I   64GB..."
"227",2020-03-13,"Cartão de memória micro Sd 4GB","8","Caniço, Assomada","Cartão de memória micro Sd de 4GB.


 CX0450"
"228",2020-03-12,"Telemóvel Nokia Sirocco 8800d","150","Caniço, Assomada","Telemóvel Nokia 8800d Sirocco com bateria nova."
"229",2020-03-12,"Iphone X - Space Gray 64 GB - Impecável + Acessórios","530","Santo António, Madalenas","Vendo iPhone X - Space Gray - 64 Gb

Smartphone co..."
"230",2020-03-12,"Cartão de memória Sandisk ultra 8GB class 10","10","Caniço, Assomada","Cartão de memória micro Sd 8GB classe 10 para te..."
"231",2020-03-11,"Contactos bateria Nokia 6210 6310","7","Caniço, Assomada","Contactos de bateria para telemóvel Nokia 6210 , ..."
"232",2020-03-11,"Switch desbloqueio teclado Nokia 5800","4","Caniço, Assomada","Switch de desbloqueio de teclado para Nokia 5800 c..."
"233",2020-03-11,"Iphone 6S Iphone 6S Gold 16GB","160","Santa Maria Maior, Transval","Iphone 6s 16GB, na cor Gold, em excelente estado d..."
"234",2020-03-11,"Vendo samsung note 9 SM-960F ecran partido.","130","Porto Moniz, Santa","Vendo:Samsung note 9 SM-960F ecran partido,liga ma..."
"235",2020-03-11,"Vendo Telemóvel Xiaomi Mi A2","190","Machico, Ladeira","Vendo telemóvel xiaomi mi A2, com 4 g Ram e 64 G ..."
"236",2020-03-10,"Telemovel StarShine 5","15","São Martinho, Piornais","Vendo Telemovel StarShine 5 MEO, impecavel."
"237",2020-03-10,"Iphone X 64GB Space Grey 1 ano garantia","580","Santo António, Pico dos Barcelos","Telemovel de empresa, com marcas de uso normais, a..."
"238",2020-03-10,"Iphone X iPhone XS de 64 GB","680","Santa Maria Maior, Rochinha","iPhone XS de 64 GB usado, Desbloqueado , com caixa..."
"239",2020-03-10,"Huawei p smart +2019","180","Estreito de Câmara de Lobos, Covão","Huawei p smart +2019 novo nunca usado. Comprado em..."
"240",2020-03-09,"Huawei o smart imaculado usado série com capa e película garantia r caixa com acessórios","125","&Aacute;gua de Pena, Matur","P smart garantia caixa acessórios tudo no seu res..."
"241",2020-03-09,"Iphone X iPhone XR","650","Caniço, Azenha","Boas, Vendo IPhone XR desbloqueado de 64GB Novo co..."
"242",2020-03-09,"Iphone 6 Vendo iPhone 6 64GB Desbloqueado","150","Santa Cruz, Santa Cruz","Vendo iPhone 6 de 64gb desbloqueado todas as redes..."
"243",2020-03-09,"Iphone 6S Iphone 6S 16Gb Desbloqueado","130","Santa Maria Maior, Centro","Vendo Iphone 6S 16GB Desbloqueado
Sem auriculares
..."
"244",2020-03-08,"Google pixel 2 xl","200","Funchal, Centro","Google pixel 2 xl novinho com a caixa tudo desbloq..."
"245",2020-03-08,"Samsung S10 plus","700","Funchal, Centro","Vendo Samsung S10 plus com factura e garantia e ai..."
"246",2020-03-07,"AirPods i7s TWS","15","Machico, Ribeira Seca","AirPods em muito bom estado, utilizados apenas 4 v..."
"247",2020-03-07,"Iphone 6S Iphone 6s","170","São Martinho, Vargem","Vendo iphone 6s como novo"
"248",2020-03-06,"Iphone 6S iphone 6s","150","Funchal, Centro","vendo iphone 6s como novo , vendo iphone para comp..."
"249",2020-03-06,"One plus 6t pro 8g 128","270","Funchal, Centro","Vendo one plus 6t sem caixa só  com carregador j�..."
"250",2020-03-06,"Iphone X Procuro iPhone 2g","20","Funchal, Centro","Procuro iPhone 2g pode ser pra peças ou funcional..."
"251",2020-03-06,"Vendo Huawei P20 lite","180","São Martinho, Ajuda","Vendo huawei P20 lite a 180€ por ter recebido um..."
"252",2020-03-06,"Iphone 5 - branco (peças)","30","Funchal, Centro","Vendo a capa traseira dum iphone 5 em branco só a..."
"253",2020-03-06,"Pelicula de Vidro - Samsung S5","9","Funchal, Centro","Vendo película de vidro Temperado.

Uma pelícu..."
"254",2020-03-06,"Capa transparente s9 plus","15","Funchal, Centro","Capa transparente para Samsung S9 Plus. Nova, nunc..."
"255",2020-03-05,"8gb preto","30","Santo António, Madalenas","Vendo samsung j3 2016 preto"
"256",2020-03-05,"Iphone 8 Iphone 8 64 GB","300","Santana, Santana","Boas vendo este iPhone 8 64 GB só tenho carregado..."
"257",2020-03-04,"2 capas p20 lite","5","Funchal, Centro","2 capas para p20 lite, 5eur o conjunto."
"258",2020-03-04,"Samsung galaxy A5","200","Santo António, Pico dos Barcelos","Tlm Samsung galaxy A5 desbloqueado a todas as rede..."
"259",2020-03-04,"SAMSUNG Galaxy S8 (Com Ecran Avariado, não responde ao toque)","60","Câmara de Lobos, Torre","SAMSUNG Galaxy S8.
o telemovel caiu ao chão (altu..."
"260",2020-03-04,"Samsung Galaxy s6 (Normal e Edge) São 2 Telemoveis. ACEITO TROCAS","30","Câmara de Lobos, Torre","São 2 telemoveis Samsung Galaxy s6,  1 normal e  ..."
"261",2020-03-04,"Samsung S6 edge 32gb","120","Gaula, Palmeira","Em bom estado. Algumas marcas de utilização.Capa..."
"262",2020-03-03,"Vendo capa nova para Samsung A6 de 2018.","4","Sé, Centro","Vendo capa nova original e selada para Samsung A6 ..."
"263",2020-03-02,"Telemóvel Microsoft Lumia 532 + Cartão de memória SanDisk 2GB","55","Imaculado Coração de Maria, Viveiros","Vendo telemóvel Microsoft Lumia 532 usado e em bo..."
"264",2020-03-01,"Iphone 6S iphone 6S","150","Gaula, Lobas","Telemovel Iphone 6S (meo) em muito bom estado e se..."
"265",2020-03-01,"Auricular sem fio","25","Santa Maria Maior, Rochinha","QCY Q26 Fone de Ouvido Headphone Earphone Super Mi..."
"266",2020-02-29,"Tele moves E cabos E carregadores","60","Caniço, Figueirinhas","tele moves vários marcas alguns a funcionar outro..."
"267",2020-02-29,"DOIS POR UM","300","Câmara de Lobos, Centro","Ambos em perfeitas condições de uso, sem carrega..."
"268",2020-02-29,"Iphone SE iPhone SE 32gb","130","Santa Maria Maior, Quinta Deão","iPhone SE de 32gb, desbloqueado, como novo, sem ma..."
"269",2020-02-29,"Vodafone smart 4 max desbloqueado","35","São Martinho, Pico dos Barcelos","Vendo telemóvel desbloqueado em boas condições ..."
"270",2020-02-27,"Vendo Huawei P20 X dualsim c/ seguro","650","Santo António, Madalenas","Vendo Huawei P20 X, dual sim com seguro  de 2 anos..."
"271",2020-02-27,"Vendo Samsung Galaxy S9 Plus 64 GB","405","São Martinho, Amparo","Vendo Samsung Galaxy S9 Plus como novo. Esta na ga..."
"272",2020-02-25,"Cola T-7000 para telemoveis / tablets etc","4","Caniço, Assomada","Cola preta T-7000 de 15ml. Muito utilizada para fi..."
"273",2020-02-24,"Capas Smartphone!","1","Funchal, Centro","Comprou um novo smartphone e precisa de uma capa p..."
"274",2020-02-24,"Películas Smartphone","1","Funchal, Centro","Acabou de comprar um Smartphone e precisa de uma p..."
"275",2020-02-24,"Iphone 8 32GB Preto","480","Funchal, Centro","Precisa de um smartphone?
Temos para venda Iphone..."
"276",2020-02-24,"Iphone 8 Substituição ecrã","155","Funchal, Centro","Realizamos a substituição do ecrã do seu iPhone..."
"277",2020-02-24,"Acessórios Smartphone","1","Funchal, Centro","Precisa de dar um novo visual ao seu Smartphone?
..."
"278",2020-02-24,"Huawei P20 Lite Klein Blue de 64gb","150","Funchal, Centro","Venda de Huawei P20 Lite Klein Blue de 64gb usado ..."
"279",2020-02-24,"Substituição ecrã iPhone 6 e 6s","60","Funchal, Centro","Realizamos a substituição do ecrã do seu iPhone..."
"280",2020-02-24,"Mega campanha iPhone 11","10","Funchal, Centro","Iphone 11 de 256gb 980EUR;
Iphone 11 Pro de 64gb 1..."
"281",2020-02-24,"Substituição ecrã iPhone 7","90","Funchal, Centro","Realizamos a substituição do ecrã do seu iPhone..."
"282",2020-02-24,"iPhone SE 32gb","170","Funchal, Centro","Venda de um iPhone SE preto de 32gb usado em bom e..."
"283",2020-02-24,"Material de telemóveis/tablets/consolas","10","Funchal, Centro","Fazemos revenda/venda de material.
Para mais infor..."
"284",2020-02-24,"Reparação de equipamentos","10","Funchal, Centro","Se o seu equipamento está com avaria e não sabe ..."
"285",2020-02-24,"Reparação de consolas","10","Funchal, Centro","Realizamos a reparação de consolas.
O preço da ..."
"286",2020-02-24,"Mega campanha Samsung Galaxy S","10","Funchal, Centro","Samsung S5 170EUR
Samsung S6 32gb 320EUR
Samsung S..."
"287",2020-02-24,"Mega campanha Samsung Galaxy Note","10","Funchal, Centro","Samsung Note 4 32gb 370EUR
Samsung Note 8 64gb 101..."
"288",2020-02-24,"iPhone 6 16GB recondicionado","150","Funchal, Centro","O equipamento é desbloqueado e tem 2 anos de gara..."
"289",2020-02-24,"Vendo samsung s6","50","Caniçal, Feiteirinhas","Vendo samsung galaxy s6 gold com bom funcionamento..."
"290",2020-02-22,"Powerbank Rock","20","Santa Maria Maior, Louros","Powerbank Rock com 10000MAh . É favor contactar 9..."
"291",2020-02-22,"Auricular Bluethoot *NOVO*","5","Santa Maria Maior, Louros","É favor contactar 967569435 . Auricular Bluethoot..."
"292",2020-02-22,"Comando Gaming para telemóvel / Android","15","Santa Maria Maior, Louros","Comando adaptável a qualquer telemóvel. Agora po..."
"293",2020-02-22,"Iphone 4S LCD TOUCH IPHONE 4S Branco","20","Santa Maria Maior, Louros",".Lcd touch novo Iphone 4s branco É favor contacta..."
"294",2020-02-22,"Earphones para Telemóvel Android * IOS","10","Santa Maria Maior, Louros","Earphones para Telemóvel Android * IOS novos na c..."
"295",2020-02-22,"Smartwatch para Telemóvel * Novo *","20","Santa Maria Maior, Louros","É favor contactar 967569435
Chamada: disque, cham..."
"296",2020-02-22,"Huawei Mate 20 Lite","195","Machico, Moinho da Serra","Telemóvel sem qualquer dano, NOVO, com algum uso,..."
"297",2020-02-21,"Iphone X IPhone X Preto 256GB Desbloqueado para qualquer rede ou país","590","Funchal, Centro","Não aceito trocas. 
Caixa com acessórios origina..."
"298",2020-02-21,"Samsung S10e","400","Ribeira Brava, Heredias","Telemóvel em excelentes condições.

Cerca de 6 ..."
"299",2020-02-21,"Carregador Telemóvel - 3 USB","10","Caniço, Figueirinhas","Especificação Peso: 1.1oz Tamanho: 2.3 * 1.3 * 1..."
"300",2020-02-21,"Samsung Note 10 Novo","790","Funchal, Centro","Vendo Samsung Note 10 selado em caixa com garantia..."
"301",2020-02-20,"Vendo SamSung Galaxy S9 64 Gb DualSim","350","Ribeira Brava, Vale","O Telemóvel tem uma pequena quebra no canto infer..."
"302",2020-02-20,"cabo e carregador iPhone 15€","15","Santa Maria Maior, Quinta Deão","cabo e carregador iPhone 15€"
"303",2020-02-19,"Samsung S 8 Plus","600","Funchal, Centro","Vende se Samsung S 8 Plus, com 64G, como novo, sem..."
"304",2020-02-19,"Asus Zenfone 5 ( Usado com Garantia)","180","São Roque, Alegria","Equipamento em óptimo estado e bem estimado. Com ..."
"305",2020-02-18,"Motherboard Staraddict 6","15","Gaula, Lobas","Motherboard para meo Staraddict 6 em bom estado, c..."
"306",2020-02-18,"Touch screen Alcatel U5 HD 5047","5","Gaula, Lobas","Touch screen Alcatel U5 HD 5047 / 5047Y / 5047D
no..."
"307",2020-02-18,"Flex Samsung  j3 2016","5","Gaula, Lobas","Flex botao home para Samsung J3 2016
Peças usadas"
"308",2020-02-18,"Carregador de telemóveis USB","10","Caniço, Figueirinhas","Especificação: Tipo: Carregador de Celular e Tip..."
"309",2020-02-18,"Touch screen Samsung S6 edge","5","Gaula, Lobas","touch screen dourado para Samsung S6 Edge. 
Nota: ..."
"310",2020-02-18,"Iphone 8 Plus Cabo Flexivel camera frontal iphone 8 plus","25","Gaula, Lobas","flex cable com camera inbutida e sensor de proximi..."
"311",2020-02-18,"Smartphone Sony Xperia E C1505","40","Caniço, Assomada","Telemóvel Sony Xperia E C1505 desbloqueado podend..."
"312",2020-02-18,"Ecran touch screen samsung J5","5","Ponta do Sol, Horta Lombada","ecran Touch screen samsung J5...Novo ..."
"313",2020-02-17,"Iphone 5S iPhone 5S - 16GB","120","Santa Maria Maior, Zona Velha","Vendo telemóvel iPhone 5S Space Grey.
Só estou ..."
"314",2020-02-16,"Telemóvel dual sim","25","Caniço, Figueirinhas","2.0"" 4800mah GSM 900/1800 Dual Sim Celular Tempo e..."
"315",2020-02-15,"Vendo Huawei p8 lite 2017","90","Santo António, Chamorra","Dimensão (comp x larg x esp) (mm): 147,2x72,9x7,6..."
"316",2020-02-15,"Vidro tátil   touch screen samsung galaxy core prime SM-G360 , SM-360F etc","16","Caniço, Assomada","Vidro tátil / touch screen Samsung Galaxy Core Pr..."
"317",2020-02-14,"Vidro tátil touch screen Alcatel Pixi 4  4034X","10","Caniço, Assomada","Vidro tátil / touch screen para smartphone Alcate..."
"318",2020-02-14,"Pen banda larga","10","Caniço, Assomada","Vendo pen da banda larga tmn nova a pedido de um a..."
"319",2020-02-14,"Telefone sem fios","20","Caniço, Assomada","Vendo telefone sem fios novo. Kem estiver interess..."
"320",2020-02-14,"Carregadores E auriculares","5","Caniço, Assomada","Vendo carregadores e auriculares a 5 euros cada pa..."
"321",2020-02-14,"Vendo Capas para iPhone XS Max como novas","1","São Gonçalo, Palheiro Ferreiro","Capa da Apple silicone verde claro: 30 euros
Capa ..."
"322",2020-02-13,"Bateria Samsung EB494353VU","14","Caniço, Assomada","Bateria Samsung EB494353VU 1200 mAh  , nova, origi..."
"323",2020-02-13,"Note 9","800","São Martinho, Ajuda","Vendo Note 9 (N960FZ) de 512GB de 08/2018."
"324",2020-02-13,"Carregador wirless samsung","20","Machico, Serra D&Aacute;gua","Vendo Carregador wirless Samsung branco como novo...."
"325",2020-02-13,"Bateria original LG BL-44JH   BL44JH","15","Caniço, Assomada","Bateria original LG BL-44JH para telemóvel compat..."
"326",2020-02-13,"iphone","40","Caniço, Garajau","Vendo ecran originais  de  iphone 5s e iphone SE  ..."
"327",2020-02-12,"Vendo Iphone 6 - 16 Gb cinzento e preto.","110","Santo António, Courelas","Vendo Iphone 6 - 16 Gb com bom estado, inclui os s..."
"328",2020-02-12,"TELEMÓVEIS","35","Câmara de Lobos, Ribeiro Leal","Telemóveis usados. A maioria ainda a funcionar. 
..."
"329",2020-02-12,"Lg g3","30","Monte, Marmeleiros","Para peças. Nao capta sinal de rede, provavel ava..."
"330",2020-02-12,"HUAWEI MATE 20 LITE + 3 CAPAS","200","Funchal, Centro","Vendo Huawei Mate 20 Lite como novo, comprado em J..."
"331",2020-02-12,"Telemóvel Nokia Asha 300 - Peças","20","Caniço, Assomada","Disponível peças de telemóvel Nokia Asha 300 . ..."
"332",2020-02-12,"Bateria original nokia BL-5B   BL5B","13","Caniço, Assomada","Bateria original Nokia BL-5B. Compatível com vár..."
"333",2020-02-12,"Telemóvel Nokia 5140i - Peças","20","Caniço, Assomada","Disponível peças para telemovel Nokia 5140i. Se ..."
"334",2020-02-12,"Telemóvel Nokia 5140 - Peças","20","Caniço, Assomada","Disponíveis peças para telemóvel Nokia 5140. 
S..."
"335",2020-02-12,"Telemóvel Nokia 6021 - Peças","15","Caniço, Assomada","Disponível peças para telemóvel Nokia 6021 . Se..."
"336",2020-02-12,"Huawei P9 Lite 16GB + Cartão micro SD 32GB","150","São Martinho, Santo Amaro","Telemóvel em muito bom estado, sempre bem cuidado..."
"337",2020-02-11,"Cabo USB - Type C","4","São Martinho, Estrada Monumental","Vende-se Cabos Novos USB - Type C , ideais para ca..."
